image_id,document_id,person_id,split,doc_type,forgery_category,control_index,label,quality_tier,template_variant,naming_stratum,pan_fifth_source,forgery_field,forgery_detail,c1_op,c1_field,rule_gt_verdict,rule_ocr_verdict,expected_rule,width,height,jpeg_q_capture,phash,file
P000009_aadhaar_C2_mild,P000009_aadhaar_C2,P000009,test,aadhaar,C2,,1,mild,0,mononymic,mononym,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,749,472,79,11461494296053569551,images/test/aadhaar/P000009_aadhaar_C2_mild.jpg
P000009_aadhaar_C2_severe,P000009_aadhaar_C2,P000009,test,aadhaar,C2,,1,severe,0,mononymic,mononym,aadhaar_number,verhoeff_break,,,FAIL,PASS,FAIL,688,434,53,11461485482780715151,images/test/aadhaar/P000009_aadhaar_C2_severe.jpg
P000009_aadhaar_C3_clean,P000009_aadhaar_C3,P000009,test,aadhaar,C3,,1,clean,0,mononymic,mononym,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,988,623,92,11461503092146591759,images/test/aadhaar/P000009_aadhaar_C3_clean.jpg
P000009_aadhaar_C3_mild,P000009_aadhaar_C3,P000009,test,aadhaar,C3,,1,mild,0,mononymic,mononym,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,903,569,74,11461485499961071631,images/test/aadhaar/P000009_aadhaar_C3_mild.jpg
P000009_aadhaar_C3_severe,P000009_aadhaar_C3,P000009,test,aadhaar,C3,,1,severe,0,mononymic,mononym,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,597,376,57,11461485534319761423,images/test/aadhaar/P000009_aadhaar_C3_severe.jpg
P000009_aadhaar_C4_clean,P000009_aadhaar_C4,P000009,test,aadhaar,C4,,1,clean,0,mononymic,mononym,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,964,608,91,11461503092146591759,images/test/aadhaar/P000009_aadhaar_C4_clean.jpg
P000009_aadhaar_C4_mild,P000009_aadhaar_C4,P000009,test,aadhaar,C4,,1,mild,0,mononymic,mononym,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,837,528,82,11461485499961071631,images/test/aadhaar/P000009_aadhaar_C4_mild.jpg
P000009_aadhaar_C4_severe,P000009_aadhaar_C4,P000009,test,aadhaar,C4,,1,severe,0,mononymic,mononym,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,661,417,62,11470492733573978127,images/test/aadhaar/P000009_aadhaar_C4_severe.jpg
P000009_pan_C00_clean,P000009_pan_C00,P000009,test,pan,C0,0,0,clean,2,mononymic,mononym,,,,,PASS,PASS,PASS,1005,634,93,15725766543438600893,images/test/pan/P000009_pan_C00_clean.jpg
P000009_pan_C00_mild,P000009_pan_C00,P000009,test,pan,C0,0,0,mild,2,mononymic,mononym,,,,,PASS,PASS,PASS,722,455,71,15725766543438600893,images/test/pan/P000009_pan_C00_mild.jpg
P000009_pan_C00_severe,P000009_pan_C00,P000009,test,pan,C0,0,0,severe,2,mononymic,mononym,,,,,PASS,FAIL,PASS,639,403,48,14572862562835192509,images/test/pan/P000009_pan_C00_severe.jpg
P000009_pan_C01_clean,P000009_pan_C01,P000009,test,pan,C0,1,0,clean,2,mononymic,mononym,,,,,PASS,PASS,PASS,974,614,91,15725775305171884733,images/test/pan/P000009_pan_C01_clean.jpg
P000009_pan_C01_mild,P000009_pan_C01,P000009,test,pan,C0,1,0,mild,2,mononymic,mononym,,,,,PASS,PASS,PASS,903,569,82,11114080525011475133,images/test/pan/P000009_pan_C01_mild.jpg
P000009_pan_C01_severe,P000009_pan_C01,P000009,test,pan,C0,1,0,severe,2,mononymic,mononym,,,,,PASS,FAIL,PASS,645,407,63,15725766474719386301,images/test/pan/P000009_pan_C01_severe.jpg
P000009_pan_C1_clean,P000009_pan_C1,P000009,test,pan,C1,,1,clean,2,mononymic,mononym,,,font_substitution,father_name,PASS,PASS,PASS,955,602,95,15725766543438600893,images/test/pan/P000009_pan_C1_clean.jpg
P000009_pan_C1_mild,P000009_pan_C1,P000009,test,pan,C1,,1,mild,2,mononymic,mononym,,,font_substitution,father_name,PASS,FAIL,PASS,829,523,76,11114080525011475133,images/test/pan/P000009_pan_C1_mild.jpg
P000009_pan_C1_severe,P000009_pan_C1,P000009,test,pan,C1,,1,severe,2,mononymic,mononym,,,font_substitution,father_name,PASS,FAIL,PASS,695,438,51,11114150825036176061,images/test/pan/P000009_pan_C1_severe.jpg
P000009_pan_C2_clean,P000009_pan_C2,P000009,test,pan,C2,,1,clean,2,mononymic,mononym,pan_number,format_letter_slot,,,FAIL,FAIL,FAIL,996,628,94,15725766543438600893,images/test/pan/P000009_pan_C2_clean.jpg
P000009_pan_C2_mild,P000009_pan_C2,P000009,test,pan,C2,,1,mild,2,mononymic,mononym,pan_number,format_letter_slot,,,FAIL,FAIL,FAIL,908,573,82,11114089286744758973,images/test/pan/P000009_pan_C2_mild.jpg
P000009_pan_C2_severe,P000009_pan_C2,P000009,test,pan,C2,,1,severe,2,mononymic,mononym,pan_number,format_letter_slot,,,FAIL,FAIL,FAIL,683,431,57,11114080456828869309,images/test/pan/P000009_pan_C2_severe.jpg
P000009_pan_C3_clean,P000009_pan_C3,P000009,test,pan,C3,,1,clean,2,mononymic,mononym,pan_number,"p5 T->D, name initials {T}",,,FAIL,FAIL,FAIL,937,591,92,15725766543438600893,images/test/pan/P000009_pan_C3_clean.jpg
P000009_pan_C3_mild,P000009_pan_C3,P000009,test,pan,C3,,1,mild,2,mononymic,mononym,pan_number,"p5 T->D, name initials {T}",,,FAIL,FAIL,FAIL,862,544,78,11114089252385020605,images/test/pan/P000009_pan_C3_mild.jpg
P000009_pan_C3_severe,P000009_pan_C3,P000009,test,pan,C3,,1,severe,2,mononymic,mononym,pan_number,"p5 T->D, name initials {T}",,,FAIL,FAIL,FAIL,600,379,56,11114080456426216125,images/test/pan/P000009_pan_C3_severe.jpg
P000009_pan_C4_clean,P000009_pan_C4,P000009,test,pan,C4,,1,clean,2,mononymic,mononym,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,945,596,92,15725775305171884733,images/test/pan/P000009_pan_C4_clean.jpg
P000009_pan_C4_mild,P000009_pan_C4,P000009,test,pan,C4,,1,mild,2,mononymic,mononym,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,754,475,81,11114150825572784829,images/test/pan/P000009_pan_C4_mild.jpg
P000009_pan_C4_severe,P000009_pan_C4,P000009,test,pan,C4,,1,severe,2,mononymic,mononym,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,FAIL,PASS,659,415,54,15725766475306375869,images/test/pan/P000009_pan_C4_severe.jpg
P000010_aadhaar_C00_clean,P000010_aadhaar_C00,P000010,train,aadhaar,C0,0,0,clean,1,initial_first,given_name,,,,,PASS,PASS,PASS,956,603,90,15152964945028478314,images/train/aadhaar/P000010_aadhaar_C00_clean.jpg
P000010_aadhaar_C00_mild,P000010_aadhaar_C00,P000010,train,aadhaar,C0,0,0,mild,1,initial_first,given_name,,,,,PASS,PASS,PASS,893,563,73,15729707172308591978,images/train/aadhaar/P000010_aadhaar_C00_mild.jpg
P000010_aadhaar_C00_severe,P000010_aadhaar_C00,P000010,train,aadhaar,C0,0,0,severe,1,initial_first,given_name,,,,,PASS,FAIL,PASS,643,406,53,15729707172310692906,images/train/aadhaar/P000010_aadhaar_C00_severe.jpg
P000010_aadhaar_C01_clean,P000010_aadhaar_C01,P000010,train,aadhaar,C0,1,0,clean,1,initial_first,given_name,,,,,PASS,PASS,PASS,1007,635,94,15729425697331901770,images/train/aadhaar/P000010_aadhaar_C01_clean.jpg
P000010_aadhaar_C01_mild,P000010_aadhaar_C01,P000010,train,aadhaar,C0,1,0,mild,1,initial_first,given_name,,,,,PASS,PASS,PASS,851,537,72,15729425697331770730,images/train/aadhaar/P000010_aadhaar_C01_mild.jpg
P000010_aadhaar_C01_severe,P000010_aadhaar_C01,P000010,train,aadhaar,C0,1,0,severe,1,initial_first,given_name,,,,,PASS,PASS,PASS,694,438,56,11099725280395097450,images/train/aadhaar/P000010_aadhaar_C01_severe.jpg
P000010_aadhaar_C1_clean,P000010_aadhaar_C1,P000010,train,aadhaar,C1,,1,clean,1,initial_first,given_name,,,font_substitution,aadhaar_number,PASS,PASS,PASS,970,611,90,15729425697331901770,images/train/aadhaar/P000010_aadhaar_C1_clean.jpg
P000010_aadhaar_C1_mild,P000010_aadhaar_C1,P000010,train,aadhaar,C1,,1,mild,1,initial_first,given_name,,,font_substitution,aadhaar_number,PASS,PASS,PASS,774,488,80,15730551597240693866,images/train/aadhaar/P000010_aadhaar_C1_mild.jpg
P000010_aadhaar_C1_severe,P000010_aadhaar_C1,P000010,train,aadhaar,C1,,1,severe,1,initial_first,given_name,,,font_substitution,aadhaar_number,PASS,PASS,PASS,624,393,55,15730833072214914154,images/train/aadhaar/P000010_aadhaar_C1_severe.jpg
P000010_aadhaar_C2_clean,P000010_aadhaar_C2,P000010,train,aadhaar,C2,,1,clean,1,initial_first,given_name,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,979,617,90,15729425697331770730,images/train/aadhaar/P000010_aadhaar_C2_clean.jpg
P000010_aadhaar_C2_mild,P000010_aadhaar_C2,P000010,train,aadhaar,C2,,1,mild,1,initial_first,given_name,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,864,545,77,15729425697331770730,images/train/aadhaar/P000010_aadhaar_C2_mild.jpg
P000010_aadhaar_C2_severe,P000010_aadhaar_C2,P000010,train,aadhaar,C2,,1,severe,1,initial_first,given_name,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,516,325,49,15729707172308595818,images/train/aadhaar/P000010_aadhaar_C2_severe.jpg
P000010_aadhaar_C3_clean,P000010_aadhaar_C3,P000010,train,aadhaar,C3,,1,clean,1,initial_first,given_name,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,977,616,91,15729425697331901770,images/train/aadhaar/P000010_aadhaar_C3_clean.jpg
P000010_aadhaar_C3_mild,P000010_aadhaar_C3,P000010,train,aadhaar,C3,,1,mild,1,initial_first,given_name,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,752,474,79,15729707172308595818,images/train/aadhaar/P000010_aadhaar_C3_mild.jpg
P000010_aadhaar_C3_severe,P000010_aadhaar_C3,P000010,train,aadhaar,C3,,1,severe,1,initial_first,given_name,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,645,406,51,15729707202392237098,images/train/aadhaar/P000010_aadhaar_C3_severe.jpg
P000010_aadhaar_C4_clean,P000010_aadhaar_C4,P000010,train,aadhaar,C4,,1,clean,1,initial_first,given_name,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,964,608,91,15729425697331770730,images/train/aadhaar/P000010_aadhaar_C4_clean.jpg
P000010_aadhaar_C4_mild,P000010_aadhaar_C4,P000010,train,aadhaar,C4,,1,mild,1,initial_first,given_name,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,771,486,78,15729425697331901546,images/train/aadhaar/P000010_aadhaar_C4_mild.jpg
P000010_aadhaar_C4_severe,P000010_aadhaar_C4,P000010,train,aadhaar,C4,,1,severe,1,initial_first,given_name,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,699,441,51,11099725280397186410,images/train/aadhaar/P000010_aadhaar_C4_severe.jpg
P000010_pan_C00_clean,P000010_pan_C00,P000010,train,pan,C0,0,0,clean,0,initial_first,given_name,,,,,PASS,PASS,PASS,945,596,91,15725766509884426925,images/train/pan/P000010_pan_C00_clean.jpg
P000010_pan_C00_mild,P000010_pan_C00,P000010,train,pan,C0,0,0,mild,0,initial_first,given_name,,,,,PASS,PASS,PASS,818,515,72,15725766509880232637,images/train/pan/P000010_pan_C00_mild.jpg
P000010_pan_C00_severe,P000010_pan_C00,P000010,train,pan,C0,0,0,severe,0,initial_first,given_name,,,,,PASS,FAIL,PASS,632,398,45,15721280536127556333,images/train/pan/P000010_pan_C00_severe.jpg
P000010_pan_C01_clean,P000010_pan_C01,P000010,train,pan,C0,1,0,clean,0,initial_first,given_name,,,,,PASS,PASS,PASS,943,594,95,15725766509884426925,images/train/pan/P000010_pan_C01_clean.jpg
P000010_pan_C01_mild,P000010_pan_C01,P000010,train,pan,C0,1,0,mild,0,initial_first,given_name,,,,,PASS,PASS,PASS,878,554,83,15725766440628603613,images/train/pan/P000010_pan_C01_mild.jpg
P000010_pan_C01_severe,P000010_pan_C01,P000010,train,pan,C0,1,0,severe,0,initial_first,given_name,,,,,PASS,PASS,PASS,707,446,50,11127661624736172717,images/train/pan/P000010_pan_C01_severe.jpg
P000010_pan_C1_clean,P000010_pan_C1,P000010,train,pan,C1,,1,clean,0,initial_first,given_name,,,resample_patch,name,PASS,PASS,PASS,1001,631,92,15725766441165474477,images/train/pan/P000010_pan_C1_clean.jpg
P000010_pan_C1_mild,P000010_pan_C1,P000010,train,pan,C1,,1,mild,0,initial_first,given_name,,,resample_patch,name,PASS,PASS,PASS,818,515,83,11105143592228571821,images/train/pan/P000010_pan_C1_mild.jpg
P000010_pan_C1_severe,P000010_pan_C1,P000010,train,pan,C1,,1,severe,0,initial_first,given_name,,,resample_patch,name,PASS,PASS,PASS,657,414,64,15725766440628079357,images/train/pan/P000010_pan_C1_severe.jpg
P000010_pan_C2_clean,P000010_pan_C2,P000010,train,pan,C2,,1,clean,0,initial_first,given_name,pan_number,format_digit_slot,,,FAIL,FAIL,FAIL,963,607,90,15725766441165474477,images/train/pan/P000010_pan_C2_clean.jpg
P000010_pan_C2_mild,P000010_pan_C2,P000010,train,pan,C2,,1,mild,0,initial_first,given_name,pan_number,format_digit_slot,,,FAIL,FAIL,FAIL,797,502,84,11114080525812583101,images/train/pan/P000010_pan_C2_mild.jpg
P000010_pan_C2_severe,P000010_pan_C2,P000010,train,pan,C2,,1,severe,0,initial_first,given_name,pan_number,format_digit_slot,,,FAIL,FAIL,FAIL,636,401,47,11132094889962850989,images/train/pan/P000010_pan_C2_severe.jpg
P000010_pan_C3_clean,P000010_pan_C3,P000010,train,pan,C3,,1,clean,0,initial_first,given_name,pan_number,"p5 M->T, name initials {M,R}",,,FAIL,FAIL,FAIL,951,599,92,15725766441165474477,images/train/pan/P000010_pan_C3_clean.jpg
P000010_pan_C3_mild,P000010_pan_C3,P000010,train,pan,C3,,1,mild,0,initial_first,given_name,pan_number,"p5 M->T, name initials {M,R}",,,FAIL,FAIL,FAIL,879,554,83,11114080490920696493,images/train/pan/P000010_pan_C3_mild.jpg
P000010_pan_C3_severe,P000010_pan_C3,P000010,train,pan,C3,,1,severe,0,initial_first,given_name,pan_number,"p5 M->T, name initials {M,R}",,,FAIL,FAIL,FAIL,579,365,51,11132165224078338733,images/train/pan/P000010_pan_C3_severe.jpg
P000010_pan_C4_clean,P000010_pan_C4,P000010,train,pan,C4,,1,clean,0,initial_first,given_name,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,991,625,92,15725766509884426925,images/train/pan/P000010_pan_C4_clean.jpg
P000010_pan_C4_mild,P000010_pan_C4,P000010,train,pan,C4,,1,mild,0,initial_first,given_name,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,905,570,83,15725766475521018541,images/train/pan/P000010_pan_C4_mild.jpg
P000010_pan_C4_severe,P000010_pan_C4,P000010,train,pan,C4,,1,severe,0,initial_first,given_name,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,603,380,61,15725836844264680101,images/train/pan/P000010_pan_C4_severe.jpg
P000011_aadhaar_C00_clean,P000011_aadhaar_C00,P000011,train,aadhaar,C0,0,0,clean,2,surname_last,surname,,,,,PASS,PASS,PASS,959,605,96,11460359600051777679,images/train/aadhaar/P000011_aadhaar_C00_clean.jpg
P000011_aadhaar_C00_mild,P000011_aadhaar_C00,P000011,train,aadhaar,C0,0,0,mild,2,surname_last,surname,,,,,PASS,PASS,PASS,726,458,80,11460359600053743759,images/train/aadhaar/P000011_aadhaar_C00_mild.jpg
P000011_aadhaar_C00_severe,P000011_aadhaar_C00,P000011,train,aadhaar,C0,0,0,severe,2,surname_last,surname,,,,,PASS,PASS,PASS,620,391,62,11478373947017978031,images/train/aadhaar/P000011_aadhaar_C00_severe.jpg
P000011_aadhaar_C01_clean,P000011_aadhaar_C01,P000011,train,aadhaar,C0,1,0,clean,2,surname_last,surname,,,,,PASS,PASS,PASS,947,597,93,11460359600051777679,images/train/aadhaar/P000011_aadhaar_C01_clean.jpg
P000011_aadhaar_C01_mild,P000011_aadhaar_C01,P000011,train,aadhaar,C0,1,0,mild,2,surname_last,surname,,,,,PASS,PASS,PASS,867,546,84,16072045618480083087,images/train/aadhaar/P000011_aadhaar_C01_mild.jpg
P000011_aadhaar_C01_severe,P000011_aadhaar_C01,P000011,train,aadhaar,C0,1,0,severe,2,surname_last,surname,,,,,PASS,PASS,PASS,631,398,53,16090060034164301999,images/train/aadhaar/P000011_aadhaar_C01_severe.jpg
P000011_aadhaar_C1_clean,P000011_aadhaar_C1,P000011,train,aadhaar,C1,,1,clean,2,surname_last,surname,,,local_recompression,gender,PASS,PASS,PASS,940,593,91,11460359600051777679,images/train/aadhaar/P000011_aadhaar_C1_clean.jpg
P000011_aadhaar_C1_mild,P000011_aadhaar_C1,P000011,train,aadhaar,C1,,1,mild,2,surname_last,surname,,,local_recompression,gender,PASS,PASS,PASS,852,537,76,11460359600053743759,images/train/aadhaar/P000011_aadhaar_C1_mild.jpg
P000011_aadhaar_C1_severe,P000011_aadhaar_C1,P000011,train,aadhaar,C1,,1,severe,2,surname_last,surname,,,local_recompression,gender,PASS,PASS,PASS,639,403,55,18391399099619537039,images/train/aadhaar/P000011_aadhaar_C1_severe.jpg
P000011_aadhaar_C2_clean,P000011_aadhaar_C2,P000011,train,aadhaar,C2,,1,clean,2,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,953,601,90,11460359600052170895,images/train/aadhaar/P000011_aadhaar_C2_clean.jpg
P000011_aadhaar_C2_mild,P000011_aadhaar_C2,P000011,train,aadhaar,C2,,1,mild,2,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,784,494,79,16072045618480083087,images/train/aadhaar/P000011_aadhaar_C2_mild.jpg
P000011_aadhaar_C2_severe,P000011_aadhaar_C2,P000011,train,aadhaar,C2,,1,severe,2,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,571,360,60,16072045635659952271,images/train/aadhaar/P000011_aadhaar_C2_severe.jpg
P000011_aadhaar_C3_clean,P000011_aadhaar_C3,P000011,train,aadhaar,C3,,1,clean,2,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,983,620,96,11460359600051777679,images/train/aadhaar/P000011_aadhaar_C3_clean.jpg
P000011_aadhaar_C3_mild,P000011_aadhaar_C3,P000011,train,aadhaar,C3,,1,mild,2,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,741,467,75,11460359634411384975,images/train/aadhaar/P000011_aadhaar_C3_mild.jpg
P000011_aadhaar_C3_severe,P000011_aadhaar_C3,P000011,train,aadhaar,C3,,1,severe,2,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,527,332,49,16072045652839781007,images/train/aadhaar/P000011_aadhaar_C3_severe.jpg
P000011_aadhaar_C4_clean,P000011_aadhaar_C4,P000011,train,aadhaar,C4,,1,clean,2,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,954,601,93,11460359600051777679,images/train/aadhaar/P000011_aadhaar_C4_clean.jpg
P000011_aadhaar_C4_mild,P000011_aadhaar_C4,P000011,train,aadhaar,C4,,1,mild,2,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,777,490,74,11478373981381390479,images/train/aadhaar/P000011_aadhaar_C4_mild.jpg
P000011_aadhaar_C4_severe,P000011_aadhaar_C4,P000011,train,aadhaar,C4,,1,severe,2,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,687,433,56,11460377209417674895,images/train/aadhaar/P000011_aadhaar_C4_severe.jpg
P000011_pan_C00_clean,P000011_pan_C00,P000011,train,pan,C0,0,0,clean,1,surname_last,surname,,,,,PASS,PASS,PASS,938,591,91,11492165968350694223,images/train/pan/P000011_pan_C00_clean.jpg
P000011_pan_C00_mild,P000011_pan_C00,P000011,train,pan,C0,0,0,mild,1,surname_last,surname,,,,,PASS,PASS,PASS,903,569,73,11474151569842245455,images/train/pan/P000011_pan_C00_mild.jpg
P000011_pan_C00_severe,P000011_pan_C00,P000011,train,pan,C0,0,0,severe,1,surname_last,surname,,,,,PASS,PASS,PASS,680,428,60,11478655444346497871,images/train/pan/P000011_pan_C00_severe.jpg
P000011_pan_C01_clean,P000011_pan_C01,P000011,train,pan,C0,1,0,clean,1,surname_last,surname,,,,,PASS,PASS,PASS,991,625,91,11492165968350694223,images/train/pan/P000011_pan_C01_clean.jpg
P000011_pan_C01_mild,P000011_pan_C01,P000011,train,pan,C0,1,0,mild,1,surname_last,surname,,,,,PASS,PASS,PASS,785,495,78,11492165968350678863,images/train/pan/P000011_pan_C01_mild.jpg
P000011_pan_C01_severe,P000011_pan_C01,P000011,train,pan,C0,1,0,severe,1,surname_last,surname,,,,,PASS,PASS,PASS,587,370,61,16080208088734371711,images/train/pan/P000011_pan_C01_severe.jpg
P000011_pan_C1_clean,P000011_pan_C1,P000011,train,pan,C1,,1,clean,1,surname_last,surname,,,field_displacement,pan_number,PASS,PASS,PASS,994,627,92,11492165968350694223,images/train/pan/P000011_pan_C1_clean.jpg
P000011_pan_C1_mild,P000011_pan_C1,P000011,train,pan,C1,,1,mild,1,surname_last,surname,,,field_displacement,pan_number,PASS,PASS,PASS,728,459,81,11465144370586476367,images/train/pan/P000011_pan_C1_mild.jpg
P000011_pan_C1_severe,P000011_pan_C1,P000011,train,pan,C1,,1,severe,1,surname_last,surname,,,field_displacement,pan_number,PASS,PASS,PASS,705,445,55,10338118563837009743,images/train/pan/P000011_pan_C1_severe.jpg
P000011_pan_C2_clean,P000011_pan_C2,P000011,train,pan,C2,,1,clean,1,surname_last,surname,pan_number,format_digit_slot,,,FAIL,FAIL,FAIL,974,614,95,11492165968350694223,images/train/pan/P000011_pan_C2_clean.jpg
P000011_pan_C2_mild,P000011_pan_C2,P000011,train,pan,C2,,1,mild,1,surname_last,surname,pan_number,format_digit_slot,,,FAIL,FAIL,FAIL,814,513,75,10339244738621762319,images/train/pan/P000011_pan_C2_mild.jpg
P000011_pan_C2_severe,P000011_pan_C2,P000011,train,pan,C2,,1,severe,1,surname_last,surname,pan_number,format_digit_slot,,,FAIL,FAIL,FAIL,618,389,50,18383236348180958991,images/train/pan/P000011_pan_C2_severe.jpg
P000011_pan_C3_clean,P000011_pan_C3,P000011,train,pan,C3,,1,clean,1,surname_last,surname,pan_number,"p5 I->G, name initials {A,I}",,,FAIL,FAIL,FAIL,952,600,96,11492165968350694223,images/train/pan/P000011_pan_C3_clean.jpg
P000011_pan_C3_mild,P000011_pan_C3,P000011,train,pan,C3,,1,mild,1,surname_last,surname,pan_number,"p5 I->G, name initials {A,I}",,,FAIL,FAIL,FAIL,774,488,74,11474151569841200975,images/train/pan/P000011_pan_C3_mild.jpg
P000011_pan_C3_severe,P000011_pan_C3,P000011,train,pan,C3,,1,severe,1,surname_last,surname,pan_number,"p5 I->G, name initials {A,I}",,,FAIL,FAIL,FAIL,550,347,48,11468522070307004255,images/train/pan/P000011_pan_C3_severe.jpg
P000011_pan_C4_clean,P000011_pan_C4,P000011,train,pan,C4,,1,clean,1,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,931,587,93,11492165968350694223,images/train/pan/P000011_pan_C4_clean.jpg
P000011_pan_C4_mild,P000011_pan_C4,P000011,train,pan,C4,,1,mild,1,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,791,499,74,11487662368723331919,images/train/pan/P000011_pan_C4_mild.jpg
P000011_pan_C4_severe,P000011_pan_C4,P000011,train,pan,C4,,1,severe,1,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,613,386,49,11474714519928843023,images/train/pan/P000011_pan_C4_severe.jpg
P000012_aadhaar_C00_clean,P000012_aadhaar_C00,P000012,train,aadhaar,C0,0,0,clean,2,initial_first,given_name,,,,,PASS,PASS,PASS,944,595,91,11461485482778653327,images/train/aadhaar/P000012_aadhaar_C00_clean.jpg
P000012_aadhaar_C00_mild,P000012_aadhaar_C00,P000012,train,aadhaar,C0,0,0,mild,2,initial_first,given_name,,,,,PASS,PASS,PASS,871,549,75,11461485482778751119,images/train/aadhaar/P000012_aadhaar_C00_mild.jpg
P000012_aadhaar_C00_severe,P000012_aadhaar_C00,P000012,train,aadhaar,C0,0,0,severe,2,initial_first,given_name,,,,,PASS,PASS,PASS,704,444,61,11460359582873342639,images/train/aadhaar/P000012_aadhaar_C00_severe.jpg
P000012_aadhaar_C01_clean,P000012_aadhaar_C01,P000012,train,aadhaar,C0,1,0,clean,2,initial_first,given_name,,,,,PASS,PASS,PASS,962,607,91,11461485482778783887,images/train/aadhaar/P000012_aadhaar_C01_clean.jpg
P000012_aadhaar_C01_mild,P000012_aadhaar_C01,P000012,train,aadhaar,C0,1,0,mild,2,initial_first,given_name,,,,,PASS,PASS,PASS,890,561,73,16090059999809282191,images/train/aadhaar/P000012_aadhaar_C01_mild.jpg
P000012_aadhaar_C01_severe,P000012_aadhaar_C01,P000012,train,aadhaar,C0,1,0,severe,2,initial_first,given_name,,,,,PASS,PASS,PASS,659,416,63,16073171492612514479,images/train/aadhaar/P000012_aadhaar_C01_severe.jpg
P000012_aadhaar_C1_clean,P000012_aadhaar_C1,P000012,train,aadhaar,C1,,1,clean,2,initial_first,given_name,,,field_displacement,dob,PASS,PASS,PASS,977,616,93,11461485482778783887,images/train/aadhaar/P000012_aadhaar_C1_clean.jpg
P000012_aadhaar_C1_mild,P000012_aadhaar_C1,P000012,train,aadhaar,C1,,1,mild,2,initial_first,given_name,,,field_displacement,dob,PASS,PASS,PASS,764,482,72,11461485482778226831,images/train/aadhaar/P000012_aadhaar_C1_mild.jpg
P000012_aadhaar_C1_severe,P000012_aadhaar_C1,P000012,train,aadhaar,C1,,1,severe,2,initial_first,given_name,,,field_displacement,dob,PASS,PASS,PASS,567,358,47,14929274745085671567,images/train/aadhaar/P000012_aadhaar_C1_severe.jpg
P000012_aadhaar_C2_clean,P000012_aadhaar_C2,P000012,train,aadhaar,C2,,1,clean,2,initial_first,given_name,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,990,624,94,11461485482778783887,images/train/aadhaar/P000012_aadhaar_C2_clean.jpg
P000012_aadhaar_C2_mild,P000012_aadhaar_C2,P000012,train,aadhaar,C2,,1,mild,2,initial_first,given_name,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,860,542,79,11461485482779169423,images/train/aadhaar/P000012_aadhaar_C2_mild.jpg
